,condition,competition_group,subgroup,electric_utility,gas_utility,building_type,measure_life_(yrs),initial_count,market,count,measure_name,sector,program,baseline_condition,efficient_condition,complementary_condition,electric_end_use,incremental_cost_(usd),annual_oandm_savings_(usd),annual_energy_saved_(kwh),water_savings_(gallons),energy_impact_1,energy_impact_1_fuel_type,energy_impact_1_units,energy_impact_2,energy_impact_2_fuel_type,energy_impact_2_units,energy_impact_3,energy_impact_3_fuel_type,energy_impact_3_units,energy_impact_1_end_use,energy_impact_2_end_use,energy_impact_3_end_use,measure_incremental_cost,demand_ratio,deferred_replacement_credit_value,measure_water_savings,measure_electric_energy_savings,measure_natural_gas_savings,measure_fuel_oil_savings,measure_propane_savings,measure_gasoline_savings,measure_diesel_savings,electric_energy_savings_value,electric_demand_savings_value,natural_gas_savings_value,fuel_oil_savings_value,propane_savings_value,diesel_transportation_savings_value,gasoline_transportation_savings_value,other_fuel_savings_value,annual_oandm_savings,o_and_m_savings_value,water_savings_value,electric_incentive_pct,natural_gas_incentive_pct,nonutility_incentive_pct,electric_utility_incentive_value,natural_gas_utility_incentive_value,nonutility_incentive_value,total_incentive_value,electric_utility_nonmeasure_program_cost,natural_gas_utility_nonmeasure_program_costs,nonutility_nonmeasure_program_costs,risk_discount_value,electric_carbon_savings_value,electric_n2o_savings_value,electric_ch4_savings_value,natural_gas_carbon_savings_value,fuel_oil_carbon_savings_value,propane_carbon_savings_value,diesel_transportation_carbon_savings_value,gasoline_transportation_carbon_savings_value,natural_gas_n2o_savings_value,fuel_oil_n2o_savings_value,propane_n2o_savings_value,diesel_transportation_n2o_savings_value,gasoline_transportation_n2o_savings_value,natural_gas_ch4_savings_value,fuel_oil_ch4_savings_value,propane_ch4_savings_value,diesel_transportation_ch4_savings_value,gasoline_transportation_ch4_savings_value,end_use_fuel_externalities,other_nonresource_benefits,electric_customer_bill_savings,natural_gas_customer_bill_savings,heating_oil_customer_bill_savings,EUCT_cost,EUCT_benefit,EUCT_BCR,GUCT_cost,GUCT_benefit,GUCT_BCR,EGUCT_cost,EGUCT_benefit,EGUCT_BCR,TRC_cost,TRC_benefit,TRC_BCR,SCT_cost,SCT_benefit,SCT_BCR,RIM_cost,RIM_benefit,RIM_BCR,PCT_cost,PCT_benefit,PCT_BCR
108,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily_li,10,900.0,ROB,90.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_baseline_residential,residential,LIRROB,refrigerator_electricity_baseline_residential,refrigerator_electricity_efficient_residential,,unknown,450.0,0.0,0.0,0.0,750.0,electricity,kWh,,,,,,,refrigeration,,,450.0,0.03424657534246575,1.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,359.35262854018515,1724.3473429535532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,225.0,225.0,225.0,675.0,135.0,135.0,135.0,9.02,505.94240116892433,1.0742046517174415,27.05920704729358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0758128679354,0.25590608510327484,1317.9163382818656,0.0,0.0,360.0,2083.6999714937383,5.788055476371495,360.0,0.0,0.0,720.0,2083.6999714937383,2.8940277381857475,1080.0,2093.9758775788414,1.9388665533137421,1080.0,3162.127503314712,2.927895836402511,2037.9163382818656,2443.6999714937383,1.1991169242766768,450.0,4077.872215860707,9.061938257468238
109,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily_li,10,3600.0,ROB,360.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_baseline_residential,residential,LIRROB,refrigerator_electricity_baseline_residential,refrigerator_electricity_efficient_residential,,unknown,450.0,0.0,0.0,0.0,750.0,electricity,kWh,,,,,,,refrigeration,,,450.0,0.03424657534246575,1.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,359.35262854018515,1724.3473429535532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,225.0,225.0,225.0,675.0,135.0,135.0,135.0,9.02,505.94240116892433,1.0742046517174415,27.05920704729358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0758128679354,8.786108921879103,1317.9163382818656,0.0,0.0,360.0,2083.6999714937383,5.788055476371495,360.0,0.0,0.0,720.0,2083.6999714937383,2.8940277381857475,1080.0,2102.5060804156174,1.9467648892737197,1080.0,3170.657706151488,2.935794172362489,2037.9163382818656,2443.6999714937383,1.1991169242766768,450.0,4086.402418697483,9.080894263772185
110,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,none,multifamily_li,10,2520.0,ROB,252.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_baseline_residential,residential,LIRROB,refrigerator_electricity_baseline_residential,refrigerator_electricity_efficient_residential,,unknown,450.0,0.0,0.0,0.0,750.0,electricity,kWh,,,,,,,refrigeration,,,450.0,0.03424657534246575,1.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,359.35262854018515,1724.3473429535532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,225.0,225.0,225.0,675.0,135.0,135.0,135.0,9.02,505.94240116892433,1.0742046517174415,27.05920704729358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0758128679354,0.25590608510327484,1317.9163382818656,0.0,0.0,360.0,2083.6999714937383,5.788055476371495,360.0,0.0,0.0,720.0,2083.6999714937383,2.8940277381857475,1080.0,2093.9758775788414,1.9388665533137421,1080.0,3162.127503314712,2.927895836402511,2037.9163382818656,2443.6999714937383,1.1991169242766768,450.0,4077.872215860707,9.061938257468238
111,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily_li,10,750.0,ROB,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily_li,10,3000.0,ROB,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,none,multifamily_li,10,2100.0,ROB,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily_li,10,750.0,ROB,75.0,refrigerator_electricity_top10_residential_refrigerator_electricity_baseline_residential,residential,LIRROB,refrigerator_electricity_baseline_residential,refrigerator_electricity_top10_residential,,unknown,750.0,0.0,0.0,0.0,1166.666666666667,electricity,kWh,,,,,,,refrigeration,,,750.0,0.03424657534246575,1.0,0.0,1166.666666666667,0.0,0.0,0.0,0.0,0.0,558.992977729177,2682.3180890388617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,375.0,375.0,375.0,1125.0,225.0,225.0,225.0,15.02,787.0215129294379,1.6709850137826874,42.09209985134557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.7845977945661,0.25590608510327484,2050.0920817717915,0.0,0.0,600.0,3241.3110667680385,5.4021851112800645,600.0,0.0,0.0,1200.0,3241.3110667680385,2.7010925556400323,1800.0,3257.5869728531416,1.8097705404739675,1800.0,4919.156168442274,2.7328645380234855,3250.0920817717915,3841.3110667680385,1.1819083798616385,750.0,6417.659054624934,8.556878739499911
115,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily_li,10,3000.0,ROB,300.0,refrigerator_electricity_top10_residential_refrigerator_electricity_baseline_residential,residential,LIRROB,refrigerator_electricity_baseline_residential,refrigerator_electricity_top10_residential,,unknown,750.0,0.0,0.0,0.0,1166.666666666667,electricity,kWh,,,,,,,refrigeration,,,750.0,0.03424657534246575,1.0,0.0,1166.666666666667,0.0,0.0,0.0,0.0,0.0,558.992977729177,2682.3180890388617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,375.0,375.0,375.0,1125.0,225.0,225.0,225.0,15.02,787.0215129294379,1.6709850137826874,42.09209985134557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.7845977945661,8.786108921879103,2050.0920817717915,0.0,0.0,600.0,3241.3110667680385,5.4021851112800645,600.0,0.0,0.0,1200.0,3241.3110667680385,2.7010925556400323,1800.0,3266.1171756899175,1.8145095420499542,1800.0,4927.68637127905,2.7376035395994722,3250.0920817717915,3841.3110667680385,1.1819083798616385,750.0,6426.1892574617095,8.56825234328228
116,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,none,multifamily_li,10,2100.0,ROB,210.0,refrigerator_electricity_top10_residential_refrigerator_electricity_baseline_residential,residential,LIRROB,refrigerator_electricity_baseline_residential,refrigerator_electricity_top10_residential,,unknown,750.0,0.0,0.0,0.0,1166.666666666667,electricity,kWh,,,,,,,refrigeration,,,750.0,0.03424657534246575,1.0,0.0,1166.666666666667,0.0,0.0,0.0,0.0,0.0,558.992977729177,2682.3180890388617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,375.0,375.0,375.0,1125.0,225.0,225.0,225.0,15.02,787.0215129294379,1.6709850137826874,42.09209985134557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.7845977945661,0.25590608510327484,2050.0920817717915,0.0,0.0,600.0,3241.3110667680385,5.4021851112800645,600.0,0.0,0.0,1200.0,3241.3110667680385,2.7010925556400323,1800.0,3257.5869728531416,1.8097705404739675,1800.0,4919.156168442274,2.7328645380234855,3250.0920817717915,3841.3110667680385,1.1819083798616385,750.0,6417.659054624934,8.556878739499911
117,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily_li,10,600.0,ROB,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily_li,10,2400.0,ROB,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,none,multifamily_li,10,1680.0,ROB,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,single_family,10,5000.0,RET_ER,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,single_family,10,10000.0,RET_ER,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,none,single_family,10,27500.0,RET_ER,8250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,single_family,10,2500.0,RET_ER,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,single_family,10,5000.0,RET_ER,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,none,single_family,10,13750.0,RET_ER,4125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,single_family,10,2500.0,RET_ER,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,single_family,10,5000.0,RET_ER,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,none,single_family,10,13750.0,RET_ER,4125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,single_family,10,5000.0,RET_ER,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,single_family,10,10000.0,RET_ER,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,none,single_family,10,27500.0,RET_ER,8250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,single_family,10,2500.0,RET_ER,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,single_family,10,5000.0,RET_ER,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,none,single_family,10,13750.0,RET_ER,4125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,single_family,10,2500.0,RET_ER,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,single_family,10,5000.0,RET_ER,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,none,single_family,10,13750.0,RET_ER,4125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family,10,15000.0,RET_ER,4500.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_existing_residential,residential,NLIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_efficient_residential,,unknown,1300.0,0.0,0.0,0.0,700.0,electricity,kWh,,,,,,,refrigeration,,,1300.0,0.03424657534246575,1.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,335.39578663750615,1609.3908534233162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,650.0,650.0,650.0,1950.0,390.0,390.0,390.0,26.02,472.2129077576627,1.0025910082696121,25.255259910807336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.4707586767397,0.25590608510327484,1230.0552490630746,0.0,0.0,1040.0,1944.7866400608223,1.8699871539046369,1040.0,0.0,0.0,2080.0,1944.7866400608223,0.9349935769523184,3120.0,1972.0625461459256,0.6320713288929248,3120.0,2969.0040634994048,0.9516038665062195,3310.0552490630744,2984.7866400608223,0.9017331782923198,1300.0,5126.097795209001,3.9431521501607696
139,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family,10,30000.0,RET_ER,9000.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_existing_residential,residential,NLIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_efficient_residential,,unknown,1300.0,0.0,0.0,0.0,700.0,electricity,kWh,,,,,,,refrigeration,,,1300.0,0.03424657534246575,1.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,335.39578663750615,1609.3908534233162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,650.0,650.0,650.0,1950.0,390.0,390.0,390.0,26.02,472.2129077576627,1.0025910082696121,25.255259910807336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.4707586767397,8.786108921879103,1230.0552490630746,0.0,0.0,1040.0,1944.7866400608223,1.8699871539046369,1040.0,0.0,0.0,2080.0,1944.7866400608223,0.9349935769523184,3120.0,1980.5927489827013,0.6348053682636863,3120.0,2977.5342663361807,0.954337905876981,3310.0552490630744,2984.7866400608223,0.9017331782923198,1300.0,5134.627998045777,3.9497138446505975
140,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,none,single_family,10,82500.0,RET_ER,24750.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_existing_residential,residential,NLIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_efficient_residential,,unknown,1300.0,0.0,0.0,0.0,700.0,electricity,kWh,,,,,,,refrigeration,,,1300.0,0.03424657534246575,1.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,335.39578663750615,1609.3908534233162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,650.0,650.0,650.0,1950.0,390.0,390.0,390.0,26.02,472.2129077576627,1.0025910082696121,25.255259910807336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.4707586767397,0.25590608510327484,1230.0552490630746,0.0,0.0,1040.0,1944.7866400608223,1.8699871539046369,1040.0,0.0,0.0,2080.0,1944.7866400608223,0.9349935769523184,3120.0,1972.0625461459256,0.6320713288929248,3120.0,2969.0040634994048,0.9516038665062195,3310.0552490630744,2984.7866400608223,0.9017331782923198,1300.0,5126.097795209001,3.9431521501607696
141,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family,10,12500.0,RET_ER,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family,10,25000.0,RET_ER,7500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,none,single_family,10,68750.0,RET_ER,20625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family,10,12500.0,RET_ER,3750.0,refrigerator_electricity_top10_residential_refrigerator_electricity_existing_residential,residential,NLIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_top10_residential,,unknown,1600.0,0.0,0.0,0.0,950.0,electricity,kWh,,,,,,,refrigeration,,,1600.0,0.03424657534246575,1.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,455.17999615090116,2184.173301074501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,800.0,800.0,800.0,2400.0,480.0,480.0,480.0,32.02,640.8603748139707,1.360659225508759,34.27499559323852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.496029632718,0.25590608510327484,1669.3606951570298,0.0,0.0,1280.0,2639.3532972254025,2.0619947634573457,1280.0,0.0,0.0,2560.0,2639.3532972254025,1.0309973817286728,3840.0,2672.6292033105055,0.6959971883621108,3840.0,4025.6212625759417,1.0483388704624848,4229.36069515703,3919.3532972254025,0.9267011209787305,1600.0,6709.969898467536,4.19373118654221
145,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family,10,25000.0,RET_ER,7500.0,refrigerator_electricity_top10_residential_refrigerator_electricity_existing_residential,residential,NLIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_top10_residential,,unknown,1600.0,0.0,0.0,0.0,950.0,electricity,kWh,,,,,,,refrigeration,,,1600.0,0.03424657534246575,1.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,455.17999615090116,2184.173301074501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,800.0,800.0,800.0,2400.0,480.0,480.0,480.0,32.02,640.8603748139707,1.360659225508759,34.27499559323852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.496029632718,8.786108921879103,1669.3606951570298,0.0,0.0,1280.0,2639.3532972254025,2.0619947634573457,1280.0,0.0,0.0,2560.0,2639.3532972254025,1.0309973817286728,3840.0,2681.1594061472815,0.6982185953508545,3840.0,4034.1514654127177,1.0505602774512286,4229.36069515703,3919.3532972254025,0.9267011209787305,1600.0,6718.500101304312,4.199062563315195
146,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,none,single_family,10,68750.0,RET_ER,20625.0,refrigerator_electricity_top10_residential_refrigerator_electricity_existing_residential,residential,NLIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_top10_residential,,unknown,1600.0,0.0,0.0,0.0,950.0,electricity,kWh,,,,,,,refrigeration,,,1600.0,0.03424657534246575,1.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,455.17999615090116,2184.173301074501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,800.0,800.0,800.0,2400.0,480.0,480.0,480.0,32.02,640.8603748139707,1.360659225508759,34.27499559323852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.496029632718,0.25590608510327484,1669.3606951570298,0.0,0.0,1280.0,2639.3532972254025,2.0619947634573457,1280.0,0.0,0.0,2560.0,2639.3532972254025,1.0309973817286728,3840.0,2672.6292033105055,0.6959971883621108,3840.0,4025.6212625759417,1.0483388704624848,4229.36069515703,3919.3532972254025,0.9267011209787305,1600.0,6709.969898467536,4.19373118654221
147,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family,10,10000.0,RET_ER,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family,10,20000.0,RET_ER,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,none,single_family,10,55000.0,RET_ER,16500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,multifamily,10,2500.0,RET_ER,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,multifamily,10,5000.0,RET_ER,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,none,multifamily,10,4700.0,RET_ER,1410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,multifamily,10,1250.0,RET_ER,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
